tweets,score
"Marcos, Duterte, walang pinag-iba! Parehong tuta, diktador, pasista!  #NeverAgain  #MarcosNotAHero  #DuterteWakasan #OustDuterte",2
Malinaw na malinaw na malinaw na pinapatagal lamang ang pandemya dahil alam ng pamahalaan na kayang-kaya sila pabagsakin ng mga mamamayan at ng sama-samang pagkilos.   Ang sagot sa covid at paghihirap ng sambayanan ay iisa lamang: OUST DUTERTE NOW!,1
"MARCOS, HINDI MAGIGING BAYANI KAILANMAN!  Basahin ang buong pahayag ng NNARA Youth UPLB ngayong Martial Law Commemoration:  https://t.co/aakmISOfST  #NeverAgain #OustDuterte  https://t.co/ZKSzl663A1",2
#NeverAgainToMartialLaw resist the rehabilitation of the Marcos family! stop Duterte from creating another political dynasty! OUST DUTERTE NOW!,1
"As we remember the 49th anniversary of Martial Law, we call for justice for the victims of Marcosâ€™ dictatorship, and for the increasing victims of Duterteâ€™s de facto tyranny.   A dictator is not and will never be a hero. #MarcosNotAHero #NoToHistoricalRevisionism  #OustDuterte  https://t.co/OJX82CVC01",1
#NeverAgain #NoToHistoricalRevisionism #EndImpunity #OustDuterte,1
"DUTERTE, MARCOS, WALANG PINAG-IBA, PAREHONG TUTA, DIKTADOR AT PASISTA!  #NeverAgain #NeverForget #DutertePalpak #OustDuterte  [4/4]",2
#NeverAgain sa Batas Militar at #MarcosHindiBayani! Hindi dapat mabali ang loob ng mga guro na ituro ang katotohanan at ipaglaban  ang katarungan. #OustDuterte ang pinakasulong na hakbang sa tunguhing ito.,1
"Uy, gagi! 'Wag kang magpaniwala sa haka-hakang payapa ang lansangan noong Batas Militarâ€”ayon sa Amnesty International, 70,000 tao ang nabilanggo, 34,000 ay tinortyur, at 'di bababa sa 3,240 ang biktima ng EJKs.  #NeverAgain #NeverForget #OustDuterte",1
TINGNAN: Nagsasagawa ng mga Educational Discussion sa Quezon Hall ang mga Iskolar ng Bayan kasama ng komunidad tungkol sa Martial Law ngayong UP Day of Remembrance.  #NeverAgain #NeverForget #UPFightsBack #OustDuterte  https://t.co/y7Nayo0ZOz,1
"@KoigoesB @dTnalakRiderSR because he put his anti-communism before nationalism and was being supported by the CIA. The same CIA, mind you, who ousted Marcos and is trying to oust duterte. I critically support Marcos and Digong because theyre anti-US, not cause theyre anti-communist  https://t.co/zNsj3YuLqI",1
"Uy, gagi! 'Wag kang magpaniwala sa haka-hakang nasa â‚±1.50-â‚±2 per dollar ang forex nung panahon ni Marcosâ€”ang totoo, â‚±3.91 per dollar ito nung siya'y naging pangulo at naging â‚±20.46 per dollar nung siya'y napatalsik.  #NeverAgain #NeverForget #OustDuterte",1
"Paulit ulit kayo, apologists , dilawan , dds , neveragain , neverforget, oustduterte , haciendamassacre , lugaw, ano pa? Wag nyo dito buhos, mag dota kayo tapos SEA SERVER, pasok lahat yang bars nyo don. Voice chat pa. Trashtalkan kayo don. G na!",1
Not gonna lie if BTS were Filipino they'd defo be #MarcosNotAHero #OustDuterte mode so think twice if you still support these two madmen,1
"REMEMBER OUR HISTORY. RESIST HISTORICAL NEGATION.  We, the UPV College of Arts and Sciences Student Council and our partner student councils and organizations, denounce the lies and assert the truths about Martial Law and the Marcos regime.  #NeverForget #NeverAgain #OustDuterte  https://t.co/eFf2p87tAW",1
"Uy, gagi! 'Wag kang magpaniwala sa haka-hakang Golden Age of PH ang panahon ni Marcosâ€”sa katunayan, nilubog niya sa utang ang ekonomiya natin.  #NeverAgain #NeverForget #OustDuterte",1
Baka naibalik naman sa kanya lahat kaya ngayon ok na siya #NeverAgain #NeverForget #OustDuterte,1
"Ang sinungaling, kapatid ng magnanakaw.  #NeverAgain #NeverForget #MartialLaw  #OUSTDUTERTE   The liar is a brother to the thief.",1
#NeverAgain to #MartialLaw  #OUSTDUTERTE,1
"alzo di lang magbibigay ng historical context on marcosâ€™ martial law pero ididiscuss yung panitikan aspect nito kaya interesting  sa mga bet mag PS 21 pero di nakakuha slot , ito na ang primer niyo ðŸ¤©    https://t.co/SCfJExWVJR",1
skl ganda ng talk na to kasi makukuha natin first hand experience ng mga tao sa batas militar at lalo madedebunk yung sinasabing mas ginawang peaceful ng ML sa mindanao yung kalagayan ng workers at Lumad doon,1
"bump ko lang , at bat kailangan sumama sa pagkilos ngayong #NeverForget #NeverAgain   1-3 PM - Program at Quezon Hall 4-6 PM - Program @ Liwasang Bonifacio  3PM - @LFS_CSSP forum abt Literature during Martial Law &amp; stories from Sumifru worker and Lumad students!!",1
NEVER AGAIN TO MARTIAL LAW! OUST DUTERTE!  Read full statement:  https://t.co/D4Shk0wWxI  #DuterteWakasan  https://t.co/zazPG1TgTs,2
"Remember the drug war? Grabe, how a real problem like COVID-19 changed that narrative. Because the ""drug"" problem never existed (in that scale). He just made it up to win the presidency.  #OustDuterte #NoMoreMarcos #NeverAgain",2
BASAHIN ANG MYTH DEBUNKING INFOGRAPH ngayong anniv ng martial law! #NeverAgain #NeverForget #OustDuterte,1
My stand will always be #NeverAgain #NeverForget #MarcosNotAHero #OustDuterte and #DapatSiLeni #LetLeniLead #IbalikAngAbsCbn #KapamilyaForeverâ¤ï¸ðŸ’šðŸ’™,1
"Lahat na ng ibang bansa ay mayroon nang face-to-face classes habang ang atin naman ay nagpapatuloy pa rin sa anti-mahirap na online setup. Tayo ay nahuhuli. Huwag hayaan na hanggang ganito na lamang, makiisa sa pagkilos at magpaorganisa! #LigtasNaBalikEskwela  #OustDuterte",1
"Sumama sa kilos portesta! Marcos, Duterte! Walang Pinagiba!   #NeverAgain #NeverForget #TuloyAngLaban #MarcosNotAHero #OustDuterte",2
"Sa ating paggunita ng anibersaryo ng Batas Militar ni Marcos ngayong araw, ating tunguhin ang parehong lansangang nagpabagsak sa kanyang diktadura.  #NeverAgain #NeverForget #TuloyAngLaban #MarcosNotAHero #OustDuterte  https://t.co/RE5mETe2N2",1
#OustDuterte  https://t.co/vGuC0AYmrT,1
Tanginanyo asan na yung #OustDuterte  natin :(((,2
"Mas mukha pang Presidente kesa sa Presidente ng Pilipinasnas, sa paguugali, pananalita, paninindigan. Lalong-lalo naman sa tindig, kagwapuhan at katalinuhan. #OUSTDUTERTE",1
"Yung ibang tao(not all):  1 nakiuso sa oust duterteðŸ’… 2 anti-dds as topic sa namayapang convoðŸ¥µ 3 bio eh â€œnot ddsâ€ naks personality na pala yonðŸ¤©  wag magbase sa uso at makisunod nlng sa majority. research ur own facts tsaka ka magdecide ng manok mo  anyways, not dds nga pala lol",1
HE REALLY DID SAY OUST DUTERTE ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,2
Sharing this milestone to the Twitter world na tunay na nakawitness ng struggles ko na hindi pwede sa facebook!!  Thank you for keeping me sane! ðŸ¤ðŸ˜­  oust duterte cutie ðŸ¤ž  https://t.co/DEevxOJdjX,1
"kasamas and allies in Washington DC, thereâ€™s gonna be a vigil tomorrow night on the 49th anniversary of Martial Law in the Philippines, please attend if you canâ¤ï¸ðŸ‡µðŸ‡­ #OustDuterte @anakbayandc @dc_katarungan  https://t.co/CFEAkknM4X",1
This is why indifference is dangerous. Take a stand. Use your voice AND act â€” Register &amp; vote wisely! #OustDuterte #MarcosNotAHero #NeverForget #NeverAgain,1
"kapagod today, monday na monday. hay. pero feeling ko OUST DUTERTE, DUQUE RESIGN lang magiging ok na ang lahat",1
@ http_lhs Hays oust duterte talaga hahahah,1
Not our country's friend. We'll put Yang in the ICC list. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE,1
"â€œAnd that's the truth!â€  â€” G. Toengi, Caroline Kennedy  #MarcosNotAHero #NeverForget #NeverAgain #NoToMarcos #DutertePalpak #DuterteWakasan #OustDuterte  https://t.co/eLUUWDLLSe",1
where can i get a chicken sandwich with a glazed donut for the bun,1
"The Filipino word ""trapo"" translated firstly means ""rag"". A cloth piece without corruption that dirtied its morals overtime. The human version are traditional politicians. Counting Pacquiao who also hates us #LGBTQIA+. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE",1
Woohoo naglalabasan na sila ng baho!! I wonder kung Anong baho Ang ilalabas ni Dick during his 5years of being DUTERTE'S dog. #oustduterte #nodickgordon #Halalan2022,1
"Idioterte says he will probe the decades-clean humanitarian org, Philippine Red Cross. Yet Pharmally, a company with overpriced health products and members wanted by Taiwan authorities, has gov approval. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE",1
"pahanap po ng pakialam ko, lmaaaao.",1
Yawa exam napod.  #oustduterte Sala nis gobyerno yawa,1
#NeverForget  #OustDuterte  https://t.co/k7euKxXUu0,1
"BTS didn't say ""Oust Duterte"" at the UNGA.  Absolutely unwatchable.",1
"@PhilippineStar @onenewsph Kung mahal nila ang bansa at gusto ng oust-duterte, sana pagbigyan muna nila Lacson, Isko, Pakyaw si Leni as unity candidate na tunay na opposition. Kahit ngayon lng. Please.",1
Shhh... #NeverAgain #Communists #npa #jomasison #DuterteCorrupt #DutertePanagutin #OustDuterte #dutertewakasan #sogiewhenNo  https://t.co/6lhQ2v6KY0,2
"Hindi hahayaan ng aming mga pahina na mapawalang-sala si Duterte sa kanyang mga krimen, at hindi hahayaan ng aming peryodismo ang pagbabago ng kasaysayan ng mga pasistang katulad nila ni Marcos.  #NeverForget #NeverAgain #OustDuterte",1
Dala namin ang galit ng mga naunang peryodistang nagtaguyod ng TInig ng Plaridel sa aming pagtuligsa sa kahindik-hindik na diktaduryang tinutuos ng bayan noon at ngayon.  #NeverForget #NeverAgain #OustDuterte  https://t.co/ZJryBqyYvU,1
Ano na?   Magpapalitan na lang ba tayo ng condolences araw araw o Oust Duterte Duque Resign na ba?   Tama na.,1
TAMA. REGISTER TO VOTE. OUST DUTERTE.,1
"MARCOS, DUTERTE, WALANG PINAG-IBA, PAREHONG TUTA, DIKTADOR, PASISTA!  #NeverForget #OustDuterte",2
"â€œWe will not just dream our goal without doing anything about it. We shall develop our talents, and gifts to the fullest, in order to serve you, our neighbor, and our country to the best of our abilities.â€   - Edgar Jopson 1966  #MartialLawCommemoration #OustDuterte  https://t.co/KAjm066L23",1
OUST DUTERTE GAGO IPALIT NYO SI NAMJOON JAN,1
"Hindi lahat nang pinapatalsik ay tamod, yung iba nasa pamahalaan.  Magparehistro at bumoto to get clear skin ! Periodt. ðŸ’… #OustDuterte #TRANSformTomorrow",1
"Mula kay Marcos Hanggang Duterte â€” Change Hasn't Come!  Walang pinag-iba ang Martial Law ni Marcos sa Tatlong Gyera na pinasinayaan ni Duterte â€” gyera kontra droga, martial law sa Mindanao at Anti-Terror Law!  #NeverAgain #MarcosNotAHero #OustDuterte  https://t.co/K5Ej3Mpl9R",1
@i4hyoma omg #OustDuterte,1
Ni hindi matumbasan ng pinagsama-samang tapyas ng budget para sa kaligtasan ng pagbabalik-eskwela ang 2022 budget para sa NTF-ELCAC!   #LigtasNaBalikEskwela  #AbolishNTFELCAC  #OustDuterte  https://t.co/kKO2rcajZB,1
"Mga Iskolar ng Bayan, kolektibong balikan ang kasaysayan at ilapat ang aral nito sa pagpapatuloy ng diwa ng pakikibaka!  Tuloy ang Laban!  Magkita-kita tayo bukas, Setyembre 21 (Martes), 8:00 PM!  #TuloyAngLaban #MarcosNotAHero #OustDuterte",1
"#TuloyAngLaban #MarcosNotAHero #OustDuterte | Ating muling gugunitain ang anibersaryo ng Batas Militar ng pasistang, mamamatay-taong si Marcos.   Bilang paraan ng pagtindig, iniimbitahan ang lahat na dumalo sa:  Martial Law Noon at Ngayon: A Round Table Discussion  https://t.co/vQC8d1zLtB",1
"ENGINEERS FIGHT BACK! Ang pag-alala sa diktadura ni Marcos ay paalala sa mga Ininhiyero ng Bayan sa mga pinapatay ng mga giyera ng rehimen at palpak na COVID response, at sa pangangailangang kumilos para labanan ito! Sumama sa pagkilos bukas! #NeverAgain #NeverForget #OustDuterte  https://t.co/Ym5gM8Ezlc",2
duterte massacre king!! wakasan na yan!! #MarcosNotAHero #OustDuterte,2
"oust duterte, stop the killings, ligtas na balik eskwela, defend ancestral land, change the system, turn this godforsaken nation inside out",2
Oust Duterte weather,1
"sus para lang masabing nakabalik na f2f kasi hiyang hiya na kayo na tayo na lang walang usad, kasi walang kwenta pandemic response nyo! #OustDuterte",1
Discussing SOGIE is terrorism now in fascist Duterte Philippines? I will pretend that I am surprised. #OustDuterte #AbolishTheAFP #AbolishThePNP,1
"charot lang Lord, oust Duterte muna tapos laban na",1
"Kaugnay nito, nananawagan kami para sa tulong pampinansyal na gagamitin sa transportasyon at iba pang mga gastusin. Ang anumang halaga ay malugod naming tatanggapin.  Maraming salamat! Makibaka para sa hustisya at laban sa bagong mukha ng pasista!  #MarcosNOTAHero #OustDuterte",1
@ABSCBNNews @jekkipascual Just reactivated mine.. Hope makatulong man lang  to oust Duterte by voting.!! Sana kayo  din.. Tayong lahat..,1
"So true, bestie. #OustDuterte  https://t.co/QMooezDgMF",1
"kung usapin lang naman ng opisyal na pagtatawag ng ML, nangyari na siya sa mindanao.malawakan ang nangyaring panggigipit doon, lalo sa mga unyon at lumad  lagi tingnan ang materyal na nangyayari di kailangan nakasulat sa papel kung puro militar na ang nakaupo + malawakang pasismo",1
want q magwork sa zaloraaaaaaaaaaaa. feelinn ko pag end of season sale na laki ng discount ng zalora employee o kaya literal na free na lang yun for them.,1
"bukod dito, kailangan natin ng klarong plano para sa #LigtasNaBalikEskwela. kung walang plano para sa mass testing at malawakang contract tracing, nilalagay lang tayo sa lalong mapanganib na sitwasyon.   #OustDuterte #AcademicBreakNow",1
@heersheymail #oustduterte HAHAHAHAHAHAHAHAH,1
"Kaya halika, samahan kami sa Liwasang Bonifacio sa Setyembre 21, 2021, 4 PM. Tama na! Wakasan na!   Bago 'yan, dumalo rin sa Quezon Hall UPD, 1 PM para tutulan ang UP Budget Cut at ang pagtanggal ng UP-DND Accord.  #NeverForget #NeverAgain #OustDuterte #DuterteWakasan",1
"""Oust Duterte"", pero Marcos candidacy enabler. Wews.",1
@SaltAndReality @1968Music @hcelizalde13 Kay Panelo po galing yung OustDuterte Matrix   na kasama si Hidylin Diaz.,1
"@1968Music @hcelizalde13 The De La Salle System is anti Duterte. Di ba sima pa La Salle sa ""Oust Duterte Matrix""?",1
Lalabas din ang katotohanan. Matobato and LascaÃ±as are vindicated.  #StopTheKillingsPH #OustDuterte,1
@manilabulletin Kahit ano png sabihin nyo mga pu......ina nyong dilawan pag gising nyo araw araw hangang sa susunod na election si Duterte parin ang president at walang nangyari sa oust duterte nyo sa 6 years. Lumuha man kyo ng dugo tumumbling paulit ulit nga nga parin kyoðŸ˜œðŸ˜ðŸ¤ªðŸ˜›ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ’©ðŸ’©,1
"Kakayahan ang pinag-uusapan, pero kahirapan ang pinag-sasabi?  Nasa tamang pag-iisip din ba itong kumag na ito?  #StopElectingIdiots #WeDeserveBetter #KeriNiLeni #SiLeniDapat #LetLeniLead #RegisterAndVote #RegisterAndVoteWisely #OUSTDUTERTENOW #Oustduterte2021 #OustDuterte",1
@MackinleyZamora @manilabulletin Ay? First time ba ni PRRD sumali sa mga high level discussion between presidents and other leaders sa buong mundo? Di mo alam ang mga televised meetings na pinag attend ni PRRD? Ay oo nga pala. Puro #OustDuterte #masstestingnow #DutertePalpak katangahan lang pala ang alam nyo ðŸ¤­,1
"Because #OustDuterte has continually failed, #DontRunRody na lang. ðŸ¥±  https://t.co/MqDgDWeL7k",1
"@dzbb @jhomer_apresto Hoy? Oust duterte, yes! Pero sa vaccine at mask??! What??? Karen be? Karen? Hahahahaha LT mga anti-vaccine at mask whahahah",1
@R0SIEPREMACY say oust duterte fls,1
sobrang naiistress na ako HAHAHAHA manifest na lang oras oras HAHSHHAHA #oustduterte #tanginamobonggo #tanginamobriones,1
"kaya kabataan, volunteer na tayo sa community organizing  https://t.co/vaeILw1ZKB  sumali sa kolektibang sumama sa pagpapatalsik kay Marcos noon  https://t.co/7H7wmcDuPU  at sumama sa pagkilos sa 21! 1-3 PM Program at Quezon Hall 4-6 PM Tama Na! Wakasan Na! @ Liwasang Bonifacio",1
ang statements ay nagiging powerful (revolutionary) kapag sinasabayan ito ng pagtatatag ng mga organisasyon na tumitindig laban sa pasismo at pinapalakas ang kanilang komunidad   at di siya madali kaya dapat nagpapakatatag tayo kasama ang mga kolektiba natin,1
"ang aking uncompromising take ko dito ay primarya ang on ground mass movement para hindi mamalagi ang mga diktador  kaya kung may hamon sa estudyante sa paggunita ng batas militar, kailangan sila dumikit sa mamamayan at nag oorganisa at nagpapakilos kasama nito",1
"pero sa experience kanina, napatanong nalang din ako ano ba dapat ginagawa ng estudyante para di na bumalik ang diktador? eh may certain unity naman na sa liberal na unibersidad na ayaw kay marcos (anlawak ng martial law mobs at noong nilibing si marcos)",1
Tangina war flashbacks nung elem days HHAHAHAHA. UMAGA PA AKO NATAE SA BRIEF KO TAPOS HAPON NA AKO NAGLINIS NG PWET KASE NAHIHIYA AKO MAGSABE AHHAHAA. KAYA ANG ENDING MATIGAS PA SA TUTONG YUNG TAE KO NOONG HAPON HAHAHAHAHAHAH,2
"pag-uwi ko, hiningian ako thoughts sa statement na ipopost ng isang student org para sa martial law. tinanong ko syempre kanino targeted ang post, sabi para sa students. oks naman content sabi sa dulo need patampukin ang historical thinking ganon para di na mamalagi ang dictator",1
"pagkatapos naman kasi paliwanagan naintindihan naman na pagpapalakas ng organisasyon ang magtutulak sa makabuluhang pagbabago. kaya nga g na g ang komyu mag-recruit at palawakin campaigns. altho di pa fully lahat anti-marcos (at anti-du30), arawan naman siya na struggle",1
point ko lang dito ay alam ng taong ginigipit sila - araw-araw nating karanasan ang dahas kung sa baril man yan o exploitation - ang putol ay pag-expose ng systematic niyang nature para makita na estado (at mga pangulo nitong burgesya) ang naghahasik ng malawakang dahas &amp; pasismo,1
noong tinanong namin ano ba nararanasan nilang pasismo ngayon di siya nagets noong una bago napaliwanag na panggigipit siya. tas don ang dami nila binahagi - sa pagkait ng ayuda at pagredtag sa community pantries. na-introduce lang sila salita na sinasaklaw lived experiences nila,1
more more latag kami ng datos abt batas militar. napnood nga rin nila interview ni Toni eh pero hindi nila takeaway don na mali siya. may benefit of the doubt pa na hopefully di niya sundan ginawa ng tatay niyang pumatay pero okay naman yung mga development projects,1
"aking eme sa essay writing sa toni/marcos, history, interview thing   narealize ko lang yung tinuro sa akin 2 yrs ago na ang gawaing propaganda ay hindi lang Arouse kundi Organize at Mobilize rin. kanina sa ed about Martial Law, nabanggit sa komyu na iboboto nila si Marcos  https://t.co/h53OgfMoPM",1
"Meanwhile, the vast proofs continue adding up against Duterte people. They will be jailed. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE",2
puTANGINAAAA PAANO KAYO NAKAKAIPON NG 6 DIGITS!!!!!!!! Sa 5digits hirap pa ko,2
"@RosasXOso The La Salle Sytem is denouncing the Duterte Admin. Dinamay pa nga sila sa ""Oust Duterte Matrix"".",1
now say oust duterte next,1
"Filipino Moos!! Please, Let us all register to vote if eligible na tayo. We only have until the 30th before the registration ends! Exercise our right to vote and let us all uphold our freedom and democracy!! #RegisterToVote #Democracy #OustDuterte #MarcosNotAHero",1
bagal ng j&amp;t??? the fuck,1
Ok. You have the right to run for presidency pero dapat matutong tumanggap ng pagkatalo ha??,1
"Handa ka na ba para sa Day 2 ng back 2 skul ED Fest?  Ano nga ba ang mga dahilan sa likod ng kampanyang #OustDuterte? Alamin bukas, ika-2 ng hapon sa Ouster Primer.  Magpa-rehistro sa link na ito:  https://t.co/XD0ttUj90u.  #back2skulEDFest #SiyentistaNgBayanNgayonAyLumalaban  https://t.co/47UqrfELTK",1
"Ngunit ngayon ang panahong pinakamadali nang makumbinsi ang malawak na hanay ng masa na lagutin ang marahas na pamahalaan, â€˜pagkat wala nang mawawala sa ating ninakaw ang lahat-lahat na.   Basahin ang aming editoryal.  #OustDuterte",1
"Patunay lamang ito na walang pinagkaiba si Duterte kay Marcos, parehas na diktador at pasista na walang pakundangan sa karapatang pantao ng sambayanang Pilipino.  #AbolishNTFELCAC #DefundNTFELCAC #OUSTDUTERTE",1
#NeverAgain #OustDuterte,1
#OustDuterte,1
@ManuelPSev @YesYesYo13 Sabay oust Duterte nnman yan malamang lamang. Sarap pagssapukin! ðŸ˜¡ðŸ˜’,1
"And I have to put the amounts in USD because sovereign debt servicing is in USD.  Kaya din #NeverAgain - nobody should service a debt na di nya napakinabangan. We're suffering through that, bibigyan mo pa ba sakit ng ulo mga descendant mo?  Never. Again. #OustDuterte",1
#TatakMarcosMandarambong  #TatakMarcosSinungaling  #TatakMarcosMagnanakaw  #TatakMarcosMagnanakaw #TatakMarcosMamemeke  #NeverForget  #NeverAgain  #StopElectingmarcos  #WeDeserveBetter #KeriNiLeni  #SiLeniDapat  #LetLeniLead  #RegisterAndVote #RegisterAndVoteWisely #OustDuterte,1
"i was on concerta but that was TERRIBLE,, and so i switched to dexedrine which i thought was working but even with the dose increase,, itâ€™s shit ðŸ˜­ðŸ˜­ðŸ˜µâ€ðŸ’«ðŸ˜µâ€ðŸ’«",1
"Tangina niyo, gisingggg!!! Golden age pa nga lol. #NeverAgain",1
lisa lisa !! can you say #OustDuterte ?? ðŸ˜‡,1
"Canâ€™t really blame people for insisting on going out to work kahit masama na pakiramdam nila. Pag walang maasahan sa gobyerno, magkakanya kanya na lang mga tao. At the expense of their health &amp; people around them. I hope Dutae and his ilk suffers long and hard. #OustDuterte",1
"HAPPENING TODAY! Join us our  Kasama's in the UK as we commemorate the 49th Year of Martial Law Declaration.  TODAY - 2PM at the All Saint Church, Battersea, London, SW11 4BD. View the location using this link:   https://t.co/sht2wWrdXF  #NeverAgain #MartialLaw #OustDuterte  https://t.co/PI7i7OTWSZ",1
"@Miss_Chdmngo Those were the times na I was blinded by the lies of Marcoses. Ang mahalaga, natututo na ako sa history and never again to Marcoses, EVER!!! byen Sandro ditmo hahaha chos",1
"""wala ng posas posas dapat na bang ma todas namamasada lang naman ng bente kuwatro oras"" oust duterte",2
Still duterte gd ko ya  #DutertePalpak #OustDuterte #dutertelegacy #DuterteCorrupt  https://t.co/3UZeiXYufH,2
"@GinevraSMichael @adn_lover People have freedom to express their concern and to criticize. Why are you imposing your belief on others? Their account, their choice.",1
Anti-vaxxer plus anti-masker plus DDS = ALL SHADES OF RED FLAG  #OustDuterte #VoteWiselyThis2022 #WearMasks #MasksSaveLives #GetVaccinatedNow,2
Pwedeng manahimik ka na lang with mariel????,1
good mornight! #OustDuterte #OustDuterteNow,1
"kaka oust duterte ko, iba pa ata ang mauunang ma oust ko ah HAHAHA",1
11:11 oust duterte,1
Duterte's cops have zero respect for human life. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE,2
oust duterte cutie ðŸ¤žðŸ»,1
"Magpapatuloy na lumakas, lumalawak at lumalaban! Sa mga may nais sumali sa Anakbayan-Plm, mag-sign up lamang sa google form na ito:  https://t.co/g2YBm5VDPx   #JoinAnakbayanPLM #OustDuterte [6/6]",1
@dreahn_4withsun TAMA oust duterte po ðŸ’–ðŸ’–ðŸ’–,1
putangina???,1
so much shit in my head and in my hands literally cant sleep w/o thinking abt each thing not done bc i cant fucken do it rn or im made to think im the only one who should do it,1
@SapphireCel @theblackbox765 @reyna_elena Oust duterte episode 987654321234556788990,1
@choisantino TANG INA BAT DI AKO NA INFORM OUST DUTERTE NA TALAGA DI NA DISSEMINATE NG MAAYOS YUNG NEWS ðŸ™„,2
"Wala na kaming naramdaman bukod sa ubo minsanðŸ™ðŸ™ ingat talaga sa covid, sobrang silent killer.",1
@onceelj LAMAN ngem nag clueless tayo met ðŸ¤£,2
NAPAKA FEELING,1
i miss f2f grabe #OustDuterte,1
cannot fucking breathe for the life of me,1
"ATENEAN PEOPLE'S POET  ""Awakened, the masses are Messiah.  Here among workers and peasants our lost Generation has found its true, its only home."" - Eman Lacaba 1976  #MartialLawCommemoration #OustDuterte  https://t.co/V0XpYnLfQ6",1
#oustDuterte,1
